Feature Id	Aliases	Genome	Type	Function
8034_gene	8034	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7486_gene	7486	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
8050_gene	8050	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7937_gene	7937	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7044_gene	7044	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
6916_gene	6916	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
6991_gene	6991	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
8457_gene	8457	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7120_gene	7120	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
6988_gene	6988	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7845_gene	7845	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7369_gene	7369	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
8345_gene	8345	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7343_gene	7343	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7880_gene	7880	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7297_gene	7297	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
8325_gene	8325	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
6838_gene	6838	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
8292_gene	8292	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
8476_gene	8476	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
7476_gene	7476	Neucr2_GeneCatalog_transcripts_20130412.nt.fasta.gz_genome (163992/28/1)	gene	
